Motor,Track #,Label,Number spots,Number Gaps,Longest Gap,Number Splits,Number Merges,Number Complex,Track Duration,Track start,Track stop,Track Displacement,Track Index,Track ID,Track X Location,Track Y Location,Track Z Location,Track Mean Speed,Track Max Speed,Track Min Speed,Track Median Speed,Track STD Speed,Track Mean Quality,Track Max Quality,Track Min Quality,Track Median Quality,Track Std Quality
Kinesin-1,67,Track_1184,2,0,0,0,0,0,0.556,139.556,140.112,0.384,1184,1184,26.315,16.972,0,0.691,0.691,0.691,0.691,NaN,701.815,702.555,701.074,702.555,0.741
Kinesin-1,68,Track_1187,2,0,0,0,0,0,0.556,139.556,140.112,0.3,1187,1187,43.097,70.109,0,0.539,0.539,0.539,0.539,NaN,714.442,750.06,678.824,750.06,35.618
Kinesin-1,69,Track_1200,2,0,0,0,0,0,0.556,141.224,141.78,0.351,1200,1200,25.275,47.021,0,0.632,0.632,0.632,0.632,NaN,685.094,756.989,613.198,756.989,71.896
Kinesin-1,70,Track_1201,2,0,0,0,0,0,0.556,141.224,141.78,0.39,1201,1201,35.243,54.164,0,0.701,0.701,0.701,0.701,NaN,740.144,755.835,724.453,755.835,15.691
Kinesin-1,71,Track_1215,2,0,0,0,0,0,0.556,142.892,143.448,0.298,1215,1215,39.015,59.477,0,0.536,0.536,0.536,0.536,NaN,762.626,802.82,722.432,802.82,40.194
Kinesin-1,72,Track_1282,2,0,0,0,0,0,0.556,151.232,151.788,0.364,1282,1282,20.754,52.337,0,0.655,0.655,0.655,0.655,NaN,790.902,866.069,715.734,866.069,75.167
Kinesin-1,73,Track_1307,3,0,0,0,0,0,1.112,154.568,155.68,0.626,1307,1307,33.793,26.429,0,0.563,0.612,0.513,0.612,0.07,676.292,811.304,542.615,674.957,109.696
Kinesin-1,74,Track_1311,8,1,1,0,0,0,4.448,155.124,159.572,0.748,1311,1311,60.44,38.198,0,0.545,1.472,0.01,0.444,0.451,747.623,985.467,509.883,772.793,144.461
Kinesin-1,75,Track_1359,4,0,0,0,0,0,1.668,159.572,161.24,1.027,1359,1359,23.909,16.699,0,0.616,0.628,0.593,0.627,0.019,674.053,752.225,589.5,724.316,66.543
Kinesin-1,76,Track_1384,2,0,0,0,0,0,0.556,162.908,163.464,0.336,1384,1384,21.468,10.409,0,0.605,0.605,0.605,0.605,NaN,700.123,780.014,620.231,780.014,79.891
Kinesin-1,77,Track_1388,2,0,0,0,0,0,0.556,163.464,164.02,0.343,1388,1388,33.222,11.492,0,0.618,0.618,0.618,0.618,NaN,673.893,717.837,629.949,717.837,43.944
Kinesin-1,78,Track_1389,4,0,0,0,0,0,1.668,163.464,165.132,0.446,1389,1389,35.483,53.972,0,0.664,0.731,0.594,0.666,0.069,683.199,776.951,606.866,714.913,67.149
Kinesin-1,79,Track_1396,5,0,0,0,0,0,2.224,164.576,166.8,1.16,1396,1396,59.358,41.749,0,0.522,0.557,0.488,0.54,0.032,764.459,852.983,655.76,756.895,65.198
Kinesin-1,80,Track_1403,14,3,2,0,0,0,9.452,165.132,174.584,0.846,1403,1403,39.136,60.517,0,0.095,0.345,0.02,0.055,0.094,851.955,959.531,742.35,872.973,56.88
Kinesin-1,81,Track_1426,2,0,0,0,0,0,0.556,167.356,167.912,0.377,1426,1426,59.938,26.741,0,0.678,0.678,0.678,0.678,NaN,687.771,746.991,628.552,746.991,59.219
Kinesin-1,82,Track_1448,2,0,0,0,0,0,0.556,170.136,170.692,0.322,1448,1448,62.444,36.799,0,0.579,0.579,0.579,0.579,NaN,714.054,763.425,664.683,763.425,49.371
Kinesin-1,83,Track_1483,2,0,0,0,0,0,0.556,174.584,175.14,0.352,1483,1483,10.479,22.254,0,0.633,0.633,0.633,0.633,NaN,695.133,771.835,618.431,771.835,76.702
Kinesin-1,84,Track_1498,2,0,0,0,0,0,0.556,176.808,177.364,0.358,1498,1498,20.399,37.684,0,0.644,0.644,0.644,0.644,NaN,686.457,772.903,600.01,772.903,86.447
Kinesin-1,85,Track_1511,2,0,0,0,0,0,0.556,178.476,179.032,0.375,1511,1511,33.259,55.728,0,0.675,0.675,0.675,0.675,NaN,689.26,721.576,656.944,721.576,32.316
Kinesin-1,86,Track_1515,2,0,0,0,0,0,0.556,179.032,179.588,0.331,1515,1515,38.138,6.024,0,0.595,0.595,0.595,0.595,NaN,709.89,819.752,600.028,819.752,109.862
Kinesin-1,87,Track_1530,5,0,0,0,0,0,2.224,181.256,183.48,1.174,1530,1530,16.881,75.785,0,0.528,0.676,0.349,0.575,0.137,734.138,761.015,683.645,744.449,27.175
Kinesin-1,88,Track_1534,2,0,0,0,0,0,0.556,181.256,181.812,0.349,1534,1534,56.343,44.366,0,0.627,0.627,0.627,0.627,NaN,677.492,688.569,666.415,688.569,11.077
Kinesin-1,89,Track_1586,3,0,0,0,0,0,1.112,187.928,189.04,0.322,1586,1586,28.943,43.182,0,0.29,0.326,0.254,0.326,0.051,685.723,779.528,615.773,661.869,68.948
Kinesin-1,90,Track_1599,4,0,0,0,0,0,1.668,189.596,191.264,1.069,1599,1599,28.711,40.999,0,0.641,0.661,0.614,0.647,0.024,681.664,773.362,588.521,761.914,86.219
Kinesin-1,91,Track_1608,7,1,2,0,0,0,4.448,190.152,194.6,2.569,1608,1608,27.484,48.704,0,0.628,0.712,0.426,0.687,0.108,702.448,810.617,518.057,760.762,108.801
Kinesin-1,92,Track_1648,2,0,0,0,0,0,0.556,193.488,194.044,0.354,1648,1648,30.098,32.703,0,0.637,0.637,0.637,0.637,NaN,691.429,763.519,619.338,763.519,72.091
Kinesin-1,93,Track_1661,2,0,0,0,0,0,0.556,195.156,195.712,0.319,1661,1661,26.588,51.912,0,0.573,0.573,0.573,0.573,NaN,814.189,827.798,800.58,827.798,13.609
Kinesin-1,94,Track_1711,2,0,0,0,0,0,0.556,201.828,202.384,0.346,1711,1711,12.383,20.286,0,0.622,0.622,0.622,0.622,NaN,725.695,751.171,700.219,751.171,25.476
Kinesin-1,95,Track_1716,2,0,0,0,0,0,0.556,202.384,202.94,0.328,1716,1716,2.757,32.447,0,0.589,0.589,0.589,0.589,NaN,733.126,747.703,718.549,747.703,14.577
Kinesin-1,96,Track_1720,103,9,2,0,0,0,63.384,203.496,266.88,0.319,1720,1720,39.086,59.399,0,0.032,0.174,0.003,0.022,0.031,769.624,927.189,524.451,789.821,93.558
Kinesin-1,97,Track_1753,49,5,1,0,0,0,29.468,206.832,236.3,0.306,1753,1753,23.632,67.18,0,0.034,0.439,0.003,0.019,0.064,685.748,883.857,506.908,679.834,119.38
Kinesin-1,98,Track_1781,2,0,0,0,0,0,0.556,210.168,210.724,0.345,1781,1781,21.428,8.934,0,0.621,0.621,0.621,0.621,NaN,692.331,694.027,690.635,694.027,1.696
Kinesin-1,99,Track_1806,2,0,0,0,0,0,0.556,214.616,215.172,0.314,1806,1806,18.362,36.149,0,0.565,0.565,0.565,0.565,NaN,675.163,720.822,629.504,720.822,45.659
Kinesin-1,100,Track_1836,2,0,0,0,0,0,0.556,217.952,218.508,0.35,1836,1836,45.466,40.646,0,0.63,0.63,0.63,0.63,NaN,736,785.459,686.541,785.459,49.459
Kinesin-1,101,Track_1837,2,0,0,0,0,0,0.556,217.952,218.508,0.372,1837,1837,44.486,19.838,0,0.668,0.668,0.668,0.668,NaN,803.358,822.945,783.771,822.945,19.587
Kinesin-1,102,Track_1851,2,0,0,0,0,0,0.556,219.064,219.62,0.342,1851,1851,30.224,66.234,0,0.615,0.615,0.615,0.615,NaN,748.028,825.442,670.614,825.442,77.414
Kinesin-1,103,Track_1867,2,0,0,0,0,0,0.556,221.288,221.844,0.32,1867,1867,14.561,28.952,0,0.576,0.576,0.576,0.576,NaN,675.931,751.346,600.517,751.346,75.414
Kinesin-1,104,Track_1872,2,0,0,0,0,0,0.556,221.844,222.4,0.377,1872,1872,57.842,38.781,0,0.677,0.677,0.677,0.677,NaN,689.836,749.301,630.372,749.301,59.464
Kinesin-1,105,Track_1880,2,0,0,0,0,0,0.556,222.956,223.512,0.355,1880,1880,46.34,17.215,0,0.638,0.638,0.638,0.638,NaN,732.957,840.035,625.88,840.035,107.077
Kinesin-1,106,Track_1895,2,0,0,0,0,0,0.556,225.736,226.292,0.346,1895,1895,21.991,59.052,0,0.623,0.623,0.623,0.623,NaN,832.074,887.702,776.446,887.702,55.628
Kinesin-1,107,Track_1912,3,0,0,0,0,0,1.112,228.516,229.628,0.667,1912,1912,38.314,27.641,0,0.6,0.604,0.596,0.604,0.006,713.402,752.308,675.41,712.486,31.4
Kinesin-1,108,Track_1921,3,0,0,0,0,0,1.112,229.072,230.184,0.713,1921,1921,49.961,44.786,0,0.641,0.667,0.615,0.667,0.037,682.228,772.141,596.852,677.692,71.633
Kinesin-1,109,Track_1937,2,0,0,0,0,0,0.556,230.184,230.74,0.393,1937,1937,46.181,43.577,0,0.707,0.707,0.707,0.707,NaN,841.006,888.547,793.464,888.547,47.541
Kinesin-1,110,Track_1940,5,0,0,0,0,0,2.224,231.296,233.52,0.905,1940,1940,5.315,30.622,0,0.411,0.472,0.373,0.409,0.044,692.602,765.385,602.301,711.503,61.119
Kinesin-1,111,Track_2002,2,0,0,0,0,0,0.556,237.412,237.968,0.365,2002,2002,33.007,36.289,0,0.656,0.656,0.656,0.656,NaN,679.486,804.727,554.245,804.727,125.241
Kinesin-1,112,Track_2013,2,0,0,0,0,0,0.556,239.636,240.192,0.318,2013,2013,49.306,48.404,0,0.571,0.571,0.571,0.571,NaN,847.572,881.107,814.037,881.107,33.535
Kinesin-1,113,Track_2014,4,0,0,0,0,0,1.668,239.636,241.304,1.076,2014,2014,10.191,35.98,0,0.646,0.678,0.612,0.646,0.033,730.13,752.776,703.138,737.887,18.119
Kinesin-1,114,Track_2023,2,0,0,0,0,0,0.556,240.192,240.748,0.394,2023,2023,44.502,17.942,0,0.708,0.708,0.708,0.708,NaN,771.731,872.212,671.25,872.212,100.481
Kinesin-1,115,Track_2047,3,0,0,0,0,0,1.112,243.528,244.64,0.499,2047,2047,39.767,3.599,0,0.449,0.519,0.38,0.519,0.098,681.61,814.173,611.243,619.414,93.796
Kinesin-1,116,Track_2048,2,0,0,0,0,0,0.556,243.528,244.084,0.301,2048,2048,46.756,54.406,0,0.541,0.541,0.541,0.541,NaN,689.224,801.827,576.621,801.827,112.603
Kinesin-1,117,Track_2049,3,0,0,0,0,0,1.112,243.528,244.64,0.737,2049,2049,20.059,43.593,0,0.663,0.668,0.659,0.668,0.006,692.81,808.626,544.147,725.659,110.443
Kinesin-1,118,Track_2069,2,0,0,0,0,0,0.556,245.196,245.752,0.34,2069,2069,10.668,21.474,0,0.612,0.612,0.612,0.612,NaN,712.975,735.164,690.785,735.164,22.189
Kinesin-1,119,Track_2074,2,0,0,0,0,0,0.556,246.308,246.864,0.376,2074,2074,25.085,37.95,0,0.676,0.676,0.676,0.676,NaN,803.735,815.324,792.146,815.324,11.589
Kinesin-1,120,Track_2115,3,0,0,0,0,0,1.112,250.756,251.868,0.737,2115,2115,20.18,42.99,0,0.663,0.708,0.618,0.708,0.064,684.469,711.204,648.696,693.505,26.307
Kinesin-1,121,Track_2146,2,0,0,0,0,0,0.556,253.536,254.092,0.328,2146,2146,5.917,38.583,0,0.59,0.59,0.59,0.59,NaN,689.055,708.278,669.832,708.278,19.223
Kinesin-1,122,Track_2157,4,0,0,0,0,0,1.668,254.092,255.76,0.996,2157,2157,13.83,22.253,0,0.597,0.652,0.553,0.587,0.05,673.691,798.052,511.457,705.243,103.466
Kinesin-1,123,Track_2165,2,0,0,0,0,0,0.556,255.204,255.76,0.321,2165,2165,38.846,45.363,0,0.578,0.578,0.578,0.578,NaN,725.878,752.426,699.331,752.426,26.548
Kinesin-1,124,Track_2174,3,0,0,0,0,0,1.112,256.316,257.428,0.342,2174,2174,44.565,27.14,0,0.307,0.366,0.249,0.366,0.083,684.424,712.569,631.67,709.034,37.331
Kinesin-1,125,Track_2204,2,0,0,0,0,0,0.556,259.652,260.208,0.375,2204,2204,42.823,60.69,0,0.674,0.674,0.674,0.674,NaN,678.604,708.032,649.176,708.032,29.428
Kinesin-1,126,Track_2208,2,0,0,0,0,0,0.556,260.208,260.764,0.317,2208,2208,25.145,47.8,0,0.569,0.569,0.569,0.569,NaN,765.009,909.249,620.768,909.249,144.241
Kinesin-1,127,Track_2264,2,0,0,0,0,0,0.556,266.324,266.88,0.308,2264,2264,33.119,11.439,0,0.555,0.555,0.555,0.555,NaN,740.717,783.153,698.281,783.153,42.436
Kinesin-1,128,Track_2267,2,0,0,0,0,0,0.556,266.324,266.88,0.326,2267,2267,21.942,57.307,0,0.587,0.587,0.587,0.587,NaN,678.312,715.546,641.078,715.546,37.234
Kinesin-1,129,Track_2268,2,0,0,0,0,0,0.556,267.436,267.992,0.368,2268,2268,37.404,36.326,0,0.662,0.662,0.662,0.662,NaN,728.764,805.764,651.763,805.764,77.001
Kinesin-1,130,Track_2269,2,0,0,0,0,0,0.556,267.436,267.992,0.371,2269,2269,30.762,37.934,0,0.667,0.667,0.667,0.667,NaN,691.878,755.144,628.611,755.144,63.266
Kinesin-1,131,Track_2304,2,0,0,0,0,0,0.556,270.772,271.328,0.324,2304,2304,27.299,22.734,0,0.583,0.583,0.583,0.583,NaN,721.672,767.502,675.842,767.502,45.83
Kinesin-1,132,Track_2318,2,0,0,0,0,0,0.556,271.884,272.44,0.357,2318,2318,18.861,68.114,0,0.641,0.641,0.641,0.641,NaN,749.124,785.54,712.709,785.54,36.416
Kinesin-1,133,Track_2319,2,0,0,0,0,0,0.556,271.884,272.44,0.355,2319,2319,39.623,35.343,0,0.638,0.638,0.638,0.638,NaN,723.199,772.363,674.036,772.363,49.163
Kinesin-1,134,Track_2336,2,0,0,0,0,0,0.556,273.552,274.108,0.332,2336,2336,11.013,41.366,0,0.597,0.597,0.597,0.597,NaN,718.782,772.624,664.94,772.624,53.842
Kinesin-1,135,Track_2363,4,0,0,0,0,0,1.668,276.332,278,0.79,2363,2363,31.33,70.11,0,0.474,0.643,0.373,0.405,0.148,852.604,916.904,747.658,886.999,63.973
Kinesin-1,136,Track_2369,2,0,0,0,0,0,0.556,276.332,276.888,0.334,2369,2369,30.276,66.278,0,0.601,0.601,0.601,0.601,NaN,679.899,713.099,646.699,713.099,33.2
Kinesin-1,137,Track_2381,2,0,0,0,0,0,0.556,278.556,279.112,0.317,2381,2381,0,45.873,0,0.571,0.571,0.571,0.571,NaN,836.66,925.546,747.775,925.546,88.886
Kinesin-1,138,Track_2404,5,0,0,0,0,0,2.224,281.336,283.56,1.375,2404,2404,72.133,26.092,0,0.62,0.627,0.606,0.623,0.009,674.164,822.409,560.535,636.112,111.229
Kinesin-1,139,Track_2412,2,0,0,0,0,0,0.556,281.336,281.892,0.338,2412,2412,57.545,17.937,0,0.609,0.609,0.609,0.609,NaN,678.748,732.446,625.05,732.446,53.698
Kinesin-1,140,Track_2424,2,0,0,0,0,0,0.556,282.448,283.004,0.331,2424,2424,27.202,9.549,0,0.596,0.596,0.596,0.596,NaN,707.31,710.92,703.701,710.92,3.61
Kinesin-1,141,Track_2439,4,0,0,0,0,0,1.668,284.672,286.34,1.062,2439,2439,25.887,32.918,0,0.637,0.69,0.594,0.625,0.049,686.36,733.708,602.949,709.002,49.729
Kinesin-1,142,Track_2440,4,0,0,0,0,0,1.668,284.672,286.34,0.64,2440,2440,30.947,74.583,0,0.384,0.442,0.352,0.357,0.05,693.369,824.378,558.314,781.59,112.107
Kinesin-1,143,Track_2444,5,0,0,0,0,0,2.224,286.34,288.564,0.525,2444,2444,50.219,37.84,0,0.353,0.488,0.227,0.458,0.14,724.065,867.38,546.281,745.349,103.246
Kinesin-1,144,Track_2470,2,0,0,0,0,0,0.556,288.564,289.12,0.376,2470,2470,32.36,36.081,0,0.676,0.676,0.676,0.676,NaN,683.397,785.684,581.111,785.684,102.286
Kinesin-1,145,Track_2500,2,0,0,0,0,0,0.556,295.236,295.792,0.34,2500,2500,20.782,51.491,0,0.611,0.611,0.611,0.611,NaN,746.566,872.902,620.231,872.902,126.336
Kinesin-1,146,Track_2506,4,0,0,0,0,0,1.668,295.792,297.46,1.073,2506,2506,42.314,51.479,0,0.645,0.759,0.521,0.654,0.119,708.076,802.554,498.788,801.959,124.479
Kinesin-1,147,Track_2509,3,0,0,0,0,0,1.112,295.792,296.904,0.756,2509,2509,30.26,60.5,0,0.681,0.71,0.651,0.71,0.042,689.898,730.356,668.856,670.481,28.616
Kinesin-1,148,Track_2512,2,0,0,0,0,0,0.556,295.792,296.348,0.301,2512,2512,14.163,55.564,0,0.541,0.541,0.541,0.541,NaN,699.007,782.962,615.052,782.962,83.955
Kinesin-1,1,Track_10,29,2,1,0,0,0,16.68,0,16.68,0.488,10,10,41.481,42.547,0,0.047,0.359,0.005,0.026,0.07,666.212,838.1,577.253,658.46,64.335
Kinesin-1,2,Track_64,3,0,0,0,0,0,1.112,0.556,1.668,0.677,64,64,27.844,64.546,0,0.609,0.641,0.577,0.641,0.045,604.179,708.217,438.557,665.764,118.388
Kinesin-1,3,Track_72,5,0,0,0,0,0,2.224,0.556,2.78,1.494,72,72,63.581,43.704,0,0.672,0.738,0.626,0.689,0.052,570.916,663.646,500.703,521.436,72.763
Kinesin-1,4,Track_77,5,0,0,0,0,0,2.224,0.556,2.78,1.53,77,77,44.784,32.365,0,0.688,0.748,0.635,0.704,0.049,614.63,742.734,472.644,624.761,90.031
Kinesin-1,5,Track_111,3,0,0,0,0,0,1.112,1.668,2.78,0.624,111,111,24.382,44.973,0,0.562,0.601,0.522,0.601,0.056,565.428,671.836,465.923,558.525,84.205
Kinesin-1,6,Track_146,4,0,0,0,0,0,1.668,3.336,5.004,1.077,146,146,19.462,40.672,0,0.646,0.702,0.596,0.639,0.053,658.302,737.091,623.176,647.155,46.431
Kinesin-1,7,Track_150,15,3,2,0,0,0,10.008,3.336,13.344,2.112,150,150,15.014,39.608,0,0.302,0.689,0.008,0.248,0.279,663.141,812.445,496.102,679.266,97.027
Kinesin-1,8,Track_156,2,0,0,0,0,0,0.556,3.336,3.892,0.306,156,156,29.415,34.711,0,0.55,0.55,0.55,0.55,NaN,627.398,651.69,603.106,651.69,24.292
Kinesin-1,9,Track_170,11,2,2,0,0,0,7.228,3.892,11.12,0.518,170,170,21.739,3.794,0,0.073,0.25,0.009,0.046,0.079,687.698,809.374,601.233,674.137,65.31
Kinesin-1,10,Track_171,6,0,0,0,0,0,2.78,3.892,6.672,0.723,171,171,71.949,21.691,0,0.368,0.659,0.269,0.291,0.165,589.583,758.163,429.748,563.349,113.431
Kinesin-1,11,Track_176,7,1,2,0,0,0,4.448,3.892,8.34,0.447,176,176,23.098,46.128,0,0.109,0.201,0.038,0.107,0.055,650.128,700.526,556.523,681.63,54.442
Kinesin-1,12,Track_178,2,0,0,0,0,0,0.556,3.892,4.448,0.35,178,178,42.546,42.223,0,0.629,0.629,0.629,0.629,NaN,579.547,621.747,537.348,621.747,42.199
Kinesin-1,13,Track_206,4,1,1,0,0,0,2.224,4.448,6.672,0.676,206,206,29.921,43.085,0,0.346,0.717,0.04,0.28,0.343,600.795,722.84,451.422,633.408,97.85
Kinesin-1,14,Track_212,2,0,0,0,0,0,0.556,5.004,5.56,0.343,212,212,12.331,3.335,0,0.617,0.617,0.617,0.617,NaN,569.926,597.212,542.64,597.212,27.286
Kinesin-1,15,Track_226,2,0,0,0,0,0,0.556,5.004,5.56,0.379,226,226,2.695,27.748,0,0.681,0.681,0.681,0.681,NaN,562.267,566.304,558.231,566.304,4.036
Kinesin-1,16,Track_236,4,0,0,0,0,0,1.668,5.56,7.228,1.001,236,236,38.875,43.371,0,0.607,0.691,0.449,0.68,0.137,601.688,641.49,563.693,605.291,27.704
Kinesin-1,17,Track_253,4,0,0,0,0,0,1.668,6.116,7.784,1.066,253,253,25.731,21.877,0,0.639,0.741,0.503,0.672,0.122,616.82,702.473,460.51,694.808,97.346
Kinesin-1,18,Track_255,2,0,0,0,0,0,0.556,6.116,6.672,0.351,255,255,49.52,34.618,0,0.632,0.632,0.632,0.632,NaN,565.235,684.125,446.344,684.125,118.89
Kinesin-1,19,Track_274,3,0,0,0,0,0,1.112,6.672,7.784,0.695,274,274,17.107,28.76,0,0.626,0.647,0.605,0.647,0.03,716.058,725.027,707.287,715.859,7.244
Kinesin-1,20,Track_282,3,0,0,0,0,0,1.112,6.672,7.784,0.667,282,282,20.304,60.028,0,0.6,0.62,0.581,0.62,0.027,631.189,690.086,549.958,653.523,59.347
Kinesin-1,21,Track_306,2,0,0,0,0,0,0.556,7.784,8.34,0.381,306,306,37.941,24.808,0,0.684,0.684,0.684,0.684,NaN,575.81,667.398,484.222,667.398,91.588
Kinesin-1,22,Track_314,5,0,0,0,0,0,2.224,8.896,11.12,1.499,314,314,25.735,10.151,0,0.705,0.738,0.677,0.702,0.025,566.565,638.454,516.917,544.182,45.762
Kinesin-1,23,Track_328,8,2,1,0,0,0,5.004,8.896,13.9,0.369,328,328,54.92,53.979,0,0.282,0.716,0.012,0.321,0.28,624.349,760.68,442.436,700.311,131.681
Kinesin-1,24,Track_336,2,0,0,0,0,0,0.556,8.896,9.452,0.338,336,336,25.442,32.06,0,0.608,0.608,0.608,0.608,NaN,583.072,626.334,539.81,626.334,43.262
Kinesin-1,25,Track_354,4,0,0,0,0,0,1.668,9.452,11.12,1.101,354,354,16.192,24.145,0,0.66,0.741,0.532,0.706,0.112,578.661,608.013,560.805,579.091,18.185
Kinesin-1,26,Track_363,3,0,0,0,0,0,1.112,10.008,11.12,0.541,363,363,50.685,54.277,0,0.487,0.593,0.38,0.593,0.151,604.435,686.544,485.855,640.906,85.894
Kinesin-1,27,Track_371,3,0,0,0,0,0,1.112,10.008,11.12,0.761,371,371,39.533,70.113,0,0.685,0.696,0.674,0.696,0.016,595.41,654.291,543.824,588.114,45.392
Kinesin-1,28,Track_382,2,0,0,0,0,0,0.556,10.564,11.12,0.351,382,382,41.787,28.823,0,0.632,0.632,0.632,0.632,NaN,563.156,632.614,493.699,632.614,69.457
Kinesin-1,29,Track_387,2,0,0,0,0,0,0.556,10.564,11.12,0.37,387,387,50.048,11.656,0,0.666,0.666,0.666,0.666,NaN,596.538,615.649,577.427,615.649,19.111
Kinesin-1,30,Track_389,2,0,0,0,0,0,0.556,10.564,11.12,0.345,389,389,26.527,47.714,0,0.621,0.621,0.621,0.621,NaN,563.907,569.334,558.481,569.334,5.427
Kinesin-1,31,Track_404,2,0,0,0,0,0,0.556,11.676,12.232,0.363,404,404,35.605,22.565,0,0.653,0.653,0.653,0.653,NaN,629.06,637.446,620.674,637.446,8.386
Kinesin-1,32,Track_413,3,0,0,0,0,0,1.112,11.676,12.788,0.564,413,413,60.818,24.459,0,0.507,0.574,0.44,0.574,0.095,584.432,667.373,461.971,623.952,88.389
Kinesin-1,33,Track_420,2,0,0,0,0,0,0.556,11.676,12.232,0.362,420,420,25.762,33.415,0,0.651,0.651,0.651,0.651,NaN,658.578,691.707,625.45,691.707,33.129
Kinesin-1,34,Track_422,5,0,0,0,0,0,2.224,11.676,13.9,1.432,422,422,31.244,34.084,0,0.644,0.675,0.617,0.665,0.03,613.117,685.199,563.049,591.598,42.784
Kinesin-1,35,Track_427,3,0,0,0,0,0,1.112,11.676,12.788,0.728,427,427,70.338,30.494,0,0.654,0.708,0.601,0.708,0.076,755.806,792.231,695.195,779.991,43.149
Kinesin-1,36,Track_429,3,0,0,0,0,0,1.112,11.676,12.788,0.691,429,429,32.911,39.412,0,0.622,0.66,0.584,0.66,0.054,645.627,701.364,560.66,674.856,61.047
Kinesin-1,37,Track_432,3,0,0,0,0,0,1.112,11.676,12.788,0.546,432,432,60.694,61.511,0,0.491,0.556,0.427,0.556,0.091,603.234,690.229,505.263,614.211,75.91
Kinesin-1,38,Track_442,13,1,2,0,0,0,7.784,12.232,20.016,1.766,442,442,52.663,39.19,0,0.207,0.717,0.027,0.124,0.223,573.96,731.373,478.328,557.181,65.43
Kinesin-1,39,Track_469,3,0,0,0,0,0,1.112,12.788,13.9,0.738,469,469,27.654,66.469,0,0.664,0.679,0.649,0.679,0.021,618.763,687.695,555.11,613.484,54.256
Kinesin-1,40,Track_478,2,0,0,0,0,0,0.556,13.344,13.9,0.353,478,478,59.212,60.858,0,0.636,0.636,0.636,0.636,NaN,631.052,668.013,594.09,668.013,36.961
Kinesin-1,41,Track_493,2,0,0,0,0,0,0.556,13.344,13.9,0.304,493,493,32.711,51.779,0,0.546,0.546,0.546,0.546,NaN,601.814,614.964,588.663,614.964,13.15
Kinesin-1,42,Track_506,3,0,0,0,0,0,1.112,14.456,15.568,0.554,506,506,31.34,37.221,0,0.498,0.711,0.285,0.711,0.301,604.112,655.336,577.816,579.182,36.226
Kinesin-1,43,Track_510,2,0,0,0,0,0,0.556,14.456,15.012,0.373,510,510,7.239,65.115,0,0.671,0.671,0.671,0.671,NaN,741.214,758.876,723.553,758.876,17.662
Kinesin-1,44,Track_512,4,0,0,0,0,0,1.668,14.456,16.124,1.092,512,512,38.606,29.306,0,0.655,0.697,0.596,0.672,0.053,575.506,595.829,533.783,593.216,24.905
Kinesin-1,45,Track_596,3,0,0,0,0,0,1.112,17.236,18.348,0.746,596,596,50.833,49.692,0,0.671,0.678,0.663,0.678,0.01,663.062,791.168,515.915,682.104,113.175
Kinesin-1,46,Track_605,3,0,0,0,0,0,1.112,17.792,18.904,0.437,605,605,24.235,28.764,0,0.393,0.467,0.319,0.467,0.105,675.945,719.448,622.662,685.725,40.113
Kinesin-1,47,Track_608,3,0,0,0,0,0,1.112,17.792,18.904,0.618,608,608,10.987,36.43,0,0.557,0.585,0.53,0.585,0.039,591.571,655.358,499.305,620.05,66.815
Kinesin-1,48,Track_623,2,0,0,0,0,0,0.556,18.348,18.904,0.365,623,623,27.723,50.079,0,0.657,0.657,0.657,0.657,NaN,563.982,627.647,500.317,627.647,63.665
Kinesin-1,49,Track_624,3,0,0,0,0,0,1.112,18.348,19.46,0.605,624,624,2.778,32.245,0,0.544,0.703,0.385,0.703,0.225,596.755,668.519,506.038,615.709,67.673
Kinesin-1,50,Track_626,3,0,0,0,0,0,1.112,18.348,19.46,0.753,626,626,31.192,32.421,0,0.678,0.689,0.667,0.689,0.016,673.468,686.142,652.292,681.969,15.07
Kinesin-1,51,Track_648,2,0,0,0,0,0,0.556,20.016,20.572,0.334,648,648,53.73,12.533,0,0.6,0.6,0.6,0.6,NaN,815.861,867.348,764.373,867.348,51.487
Kinesin-1,52,Track_658,2,0,0,0,0,0,0.556,20.016,20.572,0.389,658,658,6.731,30.137,0,0.7,0.7,0.7,0.7,NaN,662.902,663.332,662.471,663.332,0.43
Kinesin-1,53,Track_671,2,0,0,0,0,0,0.556,20.572,21.128,0.3,671,671,49.019,41.88,0,0.539,0.539,0.539,0.539,NaN,653.801,682.454,625.148,682.454,28.653
Kinesin-1,54,Track_682,3,0,0,0,0,0,1.112,21.128,22.24,0.719,682,682,33.812,56.365,0,0.647,0.689,0.605,0.689,0.06,576.351,583.037,563.121,582.895,9.355
Kinesin-1,55,Track_684,2,0,0,0,0,0,0.556,21.128,21.684,0.371,684,684,35.557,26.046,0,0.668,0.668,0.668,0.668,NaN,584.919,712.392,457.447,712.392,127.472
Kinesin-1,56,Track_688,3,0,0,0,0,0,1.112,21.128,22.24,0.767,688,688,28.822,30.944,0,0.69,0.703,0.677,0.703,0.018,591.462,627.399,531.633,615.354,42.59
Kinesin-1,57,Track_695,2,0,0,0,0,0,0.556,21.128,21.684,0.302,695,695,7.175,63.427,0,0.543,0.543,0.543,0.543,NaN,632.028,637.311,626.746,637.311,5.282
Kinesin-1,58,Track_725,5,0,0,0,0,0,2.224,22.796,25.02,0.918,725,725,20.653,16.033,0,0.413,0.511,0.296,0.441,0.09,591.092,645.685,540.481,593.952,43.01
